id_sale,id_customer,id_store,payment_method
428,14,12,PIX
429,96,4,Cartão de Débito
430,87,12,Cartão de Débito
431,28,3,Cartão de Crédito
432,5,12,PIX
433,36,2,Cartão de Crédito
434,104,9,PIX
435,105,3,PIX
436,18,11,Cartão de Débito
437,90,7,Cartão de Débito
438,101,1,Cartão de Crédito
439,107,6,PIX
440,44,9,Cartão de Crédito
441,94,10,Cartão de Crédito
442,24,7,Cartão de Débito
443,43,3,PIX
444,115,7,PIX
445,93,4,Cartão de Crédito
446,33,2,Dinheiro
447,70,11,Cartão de Débito
448,68,12,Cartão de Crédito
449,7,7,Cartão de Crédito
450,24,13,Cartão de Crédito
451,57,12,PIX
452,59,8,Cartão de Crédito
453,14,2,Dinheiro
454,50,9,PIX
455,38,3,Cartão de Débito
456,81,8,Cartão de Débito
457,94,5,Cartão de Débito
458,81,15,Cartão de Crédito
459,16,12,Cartão de Crédito
460,5,13,PIX
461,88,14,Dinheiro
462,41,12,Cartão de Crédito
463,37,14,PIX
464,90,15,Cartão de Crédito
465,39,11,Cartão de Débito
466,14,2,Cartão de Débito
467,11,9,Cartão de Débito
468,109,2,PIX
469,19,7,Cartão de Crédito
470,66,12,Cartão de Crédito
471,85,10,Cartão de Crédito
472,12,4,PIX
473,27,4,PIX
474,25,9,PIX
475,62,2,PIX
476,1,3,PIX
477,107,13,Cartão de Débito
478,27,10,PIX
479,25,6,PIX
480,75,3,PIX
481,43,8,Cartão de Débito
482,38,7,Cartão de Crédito
483,53,15,Cartão de Crédito
484,16,4,Cartão de Crédito
485,21,11,Cartão de Débito
486,92,5,PIX
487,74,9,Cartão de Crédito
488,58,2,Cartão de Crédito
489,5,11,PIX
490,43,13,Cartão de Crédito
491,44,11,PIX
492,68,5,Cartão de Crédito
493,51,3,PIX
494,87,3,PIX
495,70,8,Cartão de Débito
496,114,14,Cartão de Débito
497,19,11,Cartão de Débito
498,114,1,Cartão de Crédito
499,104,10,Dinheiro
500,21,2,PIX
501,38,14,Cartão de Crédito
502,50,3,PIX
503,33,7,PIX
504,81,7,Cartão de Crédito
505,24,7,Cartão de Crédito
506,115,10,Cartão de Crédito
507,19,14,PIX
508,44,10,Cartão de Débito
509,44,1,Cartão de Crédito
510,28,12,PIX
511,65,1,PIX
512,47,3,Cartão de Crédito
513,104,10,Dinheiro
514,75,5,Cartão de Débito
515,73,8,Cartão de Crédito
516,44,14,Cartão de Crédito
517,81,3,Cartão de Crédito
518,100,14,PIX
519,44,7,Cartão de Crédito
520,44,7,PIX
521,9,10,PIX
522,12,12,PIX
523,100,13,Cartão de Débito
524,14,3,Cartão de Crédito
525,23,8,PIX
526,58,7,Cartão de Crédito
527,64,3,Cartão de Crédito
528,85,6,Cartão de Crédito
529,77,15,Cartão de Crédito
530,53,11,Cartão de Débito
531,81,8,Cartão de Crédito
532,48,6,PIX
533,100,11,PIX
534,36,1,PIX
535,33,3,PIX
536,57,8,PIX
537,91,12,Cartão de Crédito
538,70,13,Cartão de Crédito
539,102,3,Cartão de Crédito
540,104,1,Cartão de Crédito
541,8,14,Cartão de Débito
542,48,10,Cartão de Crédito
543,58,11,PIX
544,62,11,Cartão de Crédito
545,64,4,PIX
546,23,2,Cartão de Crédito
547,53,4,PIX
548,64,4,PIX
549,32,14,Cartão de Crédito
550,44,11,Cartão de Débito
551,58,14,Cartão de Crédito
552,6,4,Cartão de Crédito
553,48,6,Cartão de Crédito
554,84,6,PIX
555,44,13,PIX
556,70,13,Cartão de Crédito
557,4,1,Cartão de Crédito
558,72,5,Cartão de Crédito
559,52,14,PIX
560,86,15,Cartão de Débito
561,73,1,Cartão de Débito
562,17,12,Cartão de Crédito
563,2,12,PIX
564,102,15,Cartão de Crédito
565,19,7,Cartão de Débito
566,31,3,Cartão de Crédito
567,99,9,Cartão de Débito
568,79,5,Cartão de Crédito
569,107,8,PIX
570,49,8,Cartão de Crédito
571,91,1,PIX
572,79,15,PIX
573,6,12,PIX
574,42,5,PIX
575,101,2,PIX
576,117,13,Cartão de Crédito
577,33,4,Cartão de Crédito
578,43,15,Cartão de Débito
579,83,9,Cartão de Crédito
580,17,7,Cartão de Crédito
581,69,5,Cartão de Débito
582,77,8,Cartão de Crédito
583,76,12,Cartão de Débito
584,78,5,PIX
585,117,5,Cartão de Crédito
586,4,10,PIX
587,97,4,Cartão de Débito
588,119,6,Cartão de Crédito
589,24,8,PIX
590,82,8,Cartão de Crédito
591,22,2,PIX
592,20,10,Cartão de Crédito
593,55,12,Cartão de Crédito
594,43,9,PIX
595,115,13,Cartão de Crédito
596,118,11,PIX
597,78,15,Dinheiro
598,107,9,Dinheiro
599,73,10,PIX
600,111,3,Cartão de Crédito
601,43,2,Cartão de Crédito
602,94,2,Cartão de Crédito
603,19,1,PIX
604,99,3,Cartão de Débito
605,118,15,PIX
606,15,8,Dinheiro
607,3,6,Cartão de Crédito
608,82,11,Cartão de Crédito
609,6,10,Cartão de Crédito
610,43,14,PIX
611,32,10,Cartão de Débito
612,79,6,Cartão de Crédito
613,75,9,Cartão de Crédito
614,99,1,Cartão de Débito
615,83,15,PIX
616,110,8,PIX
617,24,15,Cartão de Crédito
618,13,11,Cartão de Crédito
619,13,3,Cartão de Débito
620,104,11,PIX
621,18,9,Cartão de Crédito
622,67,11,Cartão de Crédito
623,49,11,PIX
624,58,10,PIX
625,84,1,Cartão de Débito
626,92,1,PIX
627,43,15,PIX
628,12,13,Cartão de Crédito
629,18,13,PIX
630,15,8,Cartão de Crédito
631,57,1,Cartão de Crédito
632,111,13,PIX
633,8,8,Dinheiro
634,100,15,Cartão de Débito
635,12,6,PIX
636,106,13,PIX
637,83,7,PIX
638,30,13,Cartão de Crédito
639,110,6,Cartão de Crédito
640,97,2,Cartão de Crédito
641,2,13,Cartão de Crédito
642,47,12,PIX
643,96,8,Cartão de Débito
644,30,13,Cartão de Débito
645,11,13,PIX
646,116,2,Cartão de Crédito
647,90,15,PIX
648,9,9,PIX
649,2,8,PIX
650,81,6,Cartão de Crédito
651,27,3,PIX
652,5,8,PIX
653,9,1,PIX
654,66,13,Cartão de Crédito
655,13,11,Cartão de Crédito
656,2,15,PIX
657,80,5,Cartão de Crédito
658,45,2,Cartão de Débito
659,12,14,Cartão de Crédito
660,105,10,Cartão de Crédito
661,69,6,Cartão de Débito
662,60,10,PIX
663,32,8,PIX
664,4,13,Cartão de Crédito
665,111,3,PIX
666,40,4,PIX
667,37,10,Cartão de Débito
668,54,4,Cartão de Crédito
669,75,4,PIX
670,96,1,PIX
671,101,1,Cartão de Crédito
672,84,12,Cartão de Crédito
673,26,8,Cartão de Crédito
674,69,9,Cartão de Crédito
675,62,14,Cartão de Crédito
676,32,14,PIX
677,75,15,PIX
678,61,4,Cartão de Crédito
679,94,13,PIX
680,62,2,Cartão de Crédito
681,82,12,Cartão de Crédito
682,108,6,PIX
683,25,8,PIX
684,21,11,Cartão de Débito
685,13,15,Cartão de Débito
686,8,5,Cartão de Crédito
687,7,15,PIX
688,102,13,PIX
689,64,8,Cartão de Crédito
690,47,3,Cartão de Crédito
691,45,13,Cartão de Crédito
692,34,6,Cartão de Crédito
693,52,15,PIX
694,48,14,Cartão de Crédito
695,49,2,Cartão de Crédito
696,110,15,Dinheiro
697,51,15,Cartão de Débito
698,55,13,Cartão de Crédito
699,104,11,Cartão de Crédito
700,24,15,Cartão de Crédito
701,62,12,Dinheiro
702,76,8,PIX
703,79,10,PIX
704,5,15,PIX
705,1,1,Cartão de Crédito
706,48,6,PIX
707,118,7,Cartão de Crédito
708,43,7,Cartão de Crédito
709,71,12,Cartão de Crédito
710,62,7,Cartão de Crédito
711,115,9,Cartão de Crédito
712,100,4,Cartão de Crédito
713,23,7,Cartão de Crédito
714,28,3,Cartão de Crédito
715,100,6,Cartão de Débito
716,88,12,Cartão de Débito
717,8,12,Cartão de Débito
718,42,10,PIX
719,117,5,Cartão de Crédito
720,96,15,Cartão de Débito
721,82,9,Cartão de Débito
722,28,7,PIX
723,59,6,Cartão de Crédito
724,32,4,PIX
725,82,1,Cartão de Crédito
726,110,9,Cartão de Crédito
727,51,10,PIX
728,31,4,Cartão de Débito
729,18,14,PIX
730,67,10,Cartão de Débito
731,40,8,PIX
732,111,15,Cartão de Débito
733,81,15,Cartão de Débito
734,119,7,PIX
735,48,11,Cartão de Crédito
736,42,1,Cartão de Débito
737,62,2,Cartão de Crédito
738,5,2,Cartão de Crédito
739,82,10,PIX
740,3,11,PIX
741,56,13,PIX
742,32,10,Cartão de Crédito
743,56,10,Cartão de Crédito
744,88,8,Cartão de Crédito
745,7,15,PIX
746,113,1,Cartão de Crédito
747,66,1,PIX
748,90,12,Cartão de Crédito
749,53,13,Cartão de Crédito
750,93,6,Cartão de Crédito
751,17,7,Cartão de Crédito
752,46,12,Cartão de Crédito
753,25,3,PIX
754,31,4,Cartão de Crédito
755,5,2,PIX
756,66,13,PIX
757,48,7,Cartão de Crédito
758,98,8,PIX
759,56,13,PIX
760,23,15,Cartão de Crédito
761,21,6,PIX
762,39,1,PIX
763,28,14,Cartão de Crédito
764,90,10,Cartão de Crédito
765,84,2,Cartão de Débito
766,28,10,Cartão de Débito
767,70,3,Cartão de Crédito
768,30,12,PIX
769,38,14,Cartão de Crédito
770,94,6,PIX
771,57,11,Cartão de Crédito
772,92,10,Cartão de Crédito
773,115,13,Cartão de Débito
774,64,12,Cartão de Débito
775,23,15,Cartão de Débito
776,30,12,PIX
777,94,5,PIX
778,102,6,Cartão de Crédito
779,30,10,Cartão de Crédito
780,44,4,Cartão de Crédito
781,63,1,PIX
782,16,2,PIX
783,30,11,Cartão de Crédito
784,15,3,Cartão de Crédito
785,100,4,PIX
786,58,9,Cartão de Débito
787,91,6,PIX
788,86,9,Cartão de Crédito
789,21,5,PIX
790,16,1,Cartão de Débito
791,86,13,Cartão de Crédito
792,7,9,Cartão de Débito
793,40,5,Cartão de Débito
794,73,10,Cartão de Crédito
795,78,13,PIX
796,28,6,Cartão de Crédito
797,106,1,PIX
798,80,11,Cartão de Crédito
799,103,4,Cartão de Crédito
800,3,8,PIX
801,16,12,Cartão de Crédito
802,92,9,Cartão de Crédito
803,68,11,Cartão de Débito
804,49,13,PIX
805,113,14,Cartão de Crédito
806,107,8,PIX
807,51,6,Cartão de Crédito
808,35,6,PIX
809,69,4,Dinheiro
810,38,14,Cartão de Crédito
811,25,1,Cartão de Crédito
812,4,12,Cartão de Crédito
813,68,1,Cartão de Crédito
814,46,2,Cartão de Crédito
815,16,4,Dinheiro
816,118,1,Cartão de Débito
817,95,8,PIX
818,43,13,Cartão de Crédito
819,53,4,PIX
820,68,14,Cartão de Crédito
821,102,13,Cartão de Crédito
822,34,1,Cartão de Crédito
823,59,7,Cartão de Crédito
824,38,11,Cartão de Crédito
825,27,5,Cartão de Crédito
826,44,2,Dinheiro
827,52,3,PIX
828,99,8,Cartão de Crédito
829,57,7,Cartão de Crédito
830,119,3,PIX
831,83,12,Cartão de Crédito
832,22,1,PIX
833,23,15,Cartão de Crédito
834,88,3,PIX
835,9,8,Cartão de Crédito
836,13,4,Cartão de Débito
837,27,9,Cartão de Crédito
838,50,5,Cartão de Débito
839,55,13,PIX
840,16,6,Cartão de Débito
841,74,10,PIX
842,39,1,PIX
843,92,6,Cartão de Débito
844,72,15,PIX
845,16,10,Cartão de Crédito
846,58,4,Cartão de Crédito
847,61,10,Cartão de Crédito
848,90,12,PIX
849,73,12,PIX
850,101,8,PIX
851,87,1,Cartão de Crédito
852,99,6,PIX
853,6,9,Cartão de Débito
854,107,13,Cartão de Débito
855,6,1,PIX
856,71,9,PIX
857,113,5,Cartão de Crédito
858,98,10,Cartão de Crédito
859,52,5,Cartão de Crédito
860,86,6,Cartão de Débito
861,101,8,Cartão de Crédito
862,62,1,Cartão de Crédito
863,74,11,Cartão de Crédito
864,73,4,Cartão de Crédito
865,119,1,PIX
866,22,4,Cartão de Crédito
867,25,4,Cartão de Débito
868,74,1,Cartão de Débito
869,52,9,Cartão de Débito
870,26,8,PIX
871,12,1,Cartão de Crédito
872,105,6,PIX
873,64,9,Cartão de Débito
874,75,3,Cartão de Débito
875,114,11,Cartão de Crédito
876,45,11,Cartão de Crédito
877,31,8,PIX
878,8,10,Cartão de Crédito
879,95,3,Cartão de Crédito
880,97,7,Cartão de Crédito
881,50,15,Cartão de Débito
882,57,11,Cartão de Crédito
883,3,5,Cartão de Crédito
884,118,7,PIX
885,56,12,PIX
886,11,4,Cartão de Crédito
887,29,13,Cartão de Crédito
888,9,10,PIX
889,11,2,PIX
890,57,13,Cartão de Crédito
891,57,15,Cartão de Débito
892,23,4,Cartão de Crédito
893,17,1,Cartão de Crédito
894,109,2,Cartão de Crédito
895,93,3,PIX
896,32,11,Cartão de Débito
897,19,4,Cartão de Crédito
898,84,10,PIX
899,79,10,Cartão de Crédito
900,67,12,Cartão de Crédito
901,55,2,Cartão de Crédito
902,65,6,Cartão de Débito
903,105,11,Cartão de Crédito
904,99,15,Cartão de Débito
905,112,8,Cartão de Crédito
906,16,6,PIX
907,100,7,Cartão de Crédito
908,83,3,Cartão de Crédito
909,88,10,Cartão de Crédito
910,85,3,Cartão de Débito
911,103,7,Cartão de Crédito
912,9,13,Cartão de Crédito
913,26,15,Dinheiro
914,67,10,Cartão de Crédito
915,90,5,Cartão de Crédito
916,5,8,PIX
917,110,2,Dinheiro
918,57,10,PIX
919,42,15,Cartão de Débito
920,111,13,Cartão de Crédito
921,111,10,Cartão de Crédito
922,42,1,Cartão de Crédito
923,99,11,Cartão de Crédito
924,41,13,Dinheiro
925,47,13,PIX
926,8,15,Cartão de Débito
927,22,3,Cartão de Crédito
928,77,2,Cartão de Crédito
929,8,10,Cartão de Débito
930,92,1,Cartão de Crédito
931,11,13,Cartão de Crédito
932,21,7,PIX
933,76,3,PIX
934,75,4,PIX
935,110,15,Cartão de Crédito
936,84,15,Cartão de Crédito
937,114,12,Cartão de Crédito
938,104,2,Cartão de Crédito
939,82,12,Cartão de Crédito
940,107,7,PIX
941,69,11,PIX
942,52,10,PIX
943,32,10,PIX
944,34,14,PIX
945,21,4,PIX
946,51,12,PIX
947,109,9,Cartão de Crédito
948,27,7,Dinheiro
949,61,14,Cartão de Débito
950,41,12,Cartão de Débito
951,60,9,Cartão de Débito
952,28,10,Cartão de Débito
953,98,5,Cartão de Crédito
954,68,13,Cartão de Débito
955,18,3,PIX
956,114,6,Cartão de Crédito
957,98,9,Cartão de Crédito
958,106,4,Cartão de Crédito
959,20,12,Dinheiro
960,114,6,Cartão de Crédito
961,57,7,Cartão de Crédito
962,65,1,Cartão de Crédito
963,61,4,Cartão de Crédito
964,12,1,Cartão de Crédito
965,80,11,Cartão de Crédito
966,104,11,Cartão de Crédito
967,92,11,PIX
968,53,5,Cartão de Crédito
969,51,5,Cartão de Crédito
970,11,6,Cartão de Débito
971,4,8,Cartão de Débito
972,55,14,PIX
973,105,2,Cartão de Crédito
974,74,5,PIX
975,43,9,PIX
976,72,12,Cartão de Crédito
977,21,13,Cartão de Crédito
978,94,6,Cartão de Crédito
979,44,2,Cartão de Crédito
980,37,3,Cartão de Crédito
981,59,15,PIX
982,30,2,Cartão de Crédito
983,48,8,Cartão de Crédito
984,66,14,Cartão de Crédito
985,41,9,PIX
986,105,13,Cartão de Crédito
987,11,8,Cartão de Crédito
988,44,6,PIX
989,118,10,Dinheiro
990,49,1,Cartão de Débito
991,15,10,Dinheiro
992,25,3,Cartão de Crédito
993,87,11,Cartão de Crédito
994,87,4,PIX
995,99,13,Cartão de Crédito
996,82,1,Cartão de Débito
997,84,13,Cartão de Débito
998,46,12,Cartão de Crédito
999,29,11,Cartão de Débito
1000,27,5,Cartão de Débito
1001,63,15,Cartão de Crédito
1002,62,8,Cartão de Crédito
1003,25,1,Cartão de Débito
1004,104,5,PIX
1005,27,13,Cartão de Crédito
1006,23,6,Cartão de Crédito
1007,80,8,PIX
1008,39,10,Cartão de Débito
1009,65,6,PIX
1010,93,1,Cartão de Crédito
1011,73,3,Cartão de Crédito
1012,101,12,Cartão de Crédito
1013,85,3,Cartão de Crédito
1014,1,10,Cartão de Débito
1015,43,6,Cartão de Crédito
1016,58,13,PIX
1017,22,2,PIX
1018,63,11,Cartão de Débito
1019,68,10,Dinheiro
1020,69,2,Cartão de Débito
