id_item_sale,id_sale,id_product,quantity,unity_price,discount
111,60,196,3,306.35,0.0
112,61,94,1,2490.33,0.0
113,61,131,2,254.41,0.0
114,62,96,1,3343.78,0.0
115,63,189,1,248.12,49.9
116,64,170,1,1544.59,0.0
117,64,110,1,184.33,0.0
118,64,182,4,305.73,0.0
119,65,45,1,1539.91,11.15
120,65,117,1,98.25,0.0
121,66,26,1,512.74,0.0
122,67,19,3,175.03,0.0
123,67,21,1,130.07,0.0
124,68,44,1,1527.4,0.0
125,68,128,1,239.27,0.0
126,68,108,2,184.39,5.5
127,68,122,1,70.04,11.78
128,69,40,1,947.54,0.0
129,69,124,3,90.32,0.0
130,69,108,1,184.39,0.0
131,70,125,1,87.97,0.0
132,71,35,1,2241.18,10.59
133,72,2,1,50.73,8.38
134,73,126,4,99.46,0.0
135,74,72,1,3956.31,0.0
136,75,122,2,70.04,0.0
137,76,55,1,1623.1,211.14
138,76,103,1,301.57,0.0
139,76,110,1,184.33,0.0
140,77,3,1,84.91,0.0
141,77,22,1,129.12,0.0
142,78,6,2,197.6,7.86
143,78,9,1,211.58,0.0
144,79,109,2,185.46,0.0
145,79,104,1,301.48,13.12
146,79,26,1,512.74,0.0
147,79,28,1,891.07,48.24
148,80,38,1,931.44,100.5
149,80,116,3,87.82,0.0
150,81,176,1,406.33,5.08
151,81,14,2,110.77,0.0
152,82,185,1,299.2,0.0
153,82,21,4,130.07,0.0
154,82,27,1,499.73,0.0
155,82,19,1,175.03,0.0
156,83,45,1,1539.91,0.0
157,83,106,2,329.99,29.79
158,84,35,1,2241.18,10.42
159,84,130,3,235.05,0.0
160,85,141,1,4820.53,0.0
161,86,41,1,1547.31,0.0
162,87,12,1,103.74,0.0
163,87,193,1,2468.88,77.9
164,88,117,1,98.25,0.0
165,88,16,1,158.48,0.0
166,88,4,1,55.94,15.69
167,88,8,1,336.16,0.0
168,88,122,1,70.04,0.0
169,89,38,1,931.44,0.0
170,89,125,1,87.97,0.0
171,90,38,1,931.44,0.0
172,91,6,3,197.6,0.0
173,91,1,2,50.85,2.98
174,92,67,1,2585.44,0.0
175,92,187,1,261.06,22.48
176,92,192,1,2352.02,0.0
177,92,188,1,272.51,0.0
178,93,127,1,108.37,0.0
179,94,24,1,139.9,0.0
180,94,18,1,285.54,0.0
181,95,125,1,87.97,4.88
182,95,117,1,98.25,4.95
183,95,29,1,559.29,0.0
184,95,107,1,356.54,0.0
185,96,177,2,708.47,10.49
186,97,129,1,234.73,0.0
187,97,117,4,98.25,0.0
188,97,8,1,336.16,21.3
189,98,56,1,541.71,0.0
190,98,104,2,301.48,27.92
191,99,77,1,2163.81,70.16
192,99,21,3,130.07,0.0
193,100,177,2,708.47,0.0
194,101,28,2,891.07,11.85
195,101,198,2,335.29,0.0
196,102,73,1,3418.49,31.95
197,102,24,2,139.9,0.0
198,103,67,1,2585.44,0.0
199,103,132,1,271.63,5.51
200,103,9,3,211.58,0.0
201,103,176,1,406.33,0.0
202,104,87,3,1063.39,0.0
203,105,30,1,499.04,14.23
204,105,190,2,255.47,0.0
205,105,177,2,708.47,8.16
206,106,46,1,1304.57,69.74
207,107,63,1,553.65,41.31
208,108,35,1,2241.18,0.0
209,108,126,1,99.46,0.0
210,109,13,1,179.89,0.0
211,109,172,1,408.45,0.0
212,109,178,1,707.11,7.04
213,110,29,1,559.29,64.06
214,111,39,1,895.62,19.83
215,112,170,1,1544.59,0.0
216,112,173,2,396.25,8.27
217,112,14,1,110.77,0.0
218,112,107,1,356.54,0.0
219,112,172,1,408.45,7.21
220,113,140,1,4233.98,31.93
221,113,195,1,2386.54,13.69
222,113,20,1,161.19,0.0
223,114,73,1,3418.49,0.0
224,114,12,1,103.74,0.0
225,114,107,2,356.54,0.0
226,114,7,3,198.41,0.0
227,115,146,1,2754.05,0.0
228,115,177,1,708.47,65.21
229,116,149,1,1165.22,0.0
230,117,154,1,890.47,8.28
231,117,29,2,559.29,0.0
232,117,189,1,248.12,0.0
233,118,34,1,2208.82,0.0
234,119,108,1,184.39,0.0
235,119,123,2,93.91,0.0
236,119,106,1,329.99,0.0
237,120,21,1,130.07,0.0
238,121,45,1,1539.91,69.42
239,121,105,2,305.08,10.47
240,121,106,1,329.99,5.61
241,121,119,1,59.34,0.0
242,122,33,1,2222.38,0.0
243,123,89,1,1564.46,0.0
244,123,19,1,175.03,0.0
245,123,121,1,65.43,0.0
246,123,132,2,271.63,10.15
247,124,97,1,3656.49,47.6
248,125,48,1,1300.02,0.0
249,126,27,1,499.73,0.0
250,126,186,1,257.45,0.0
251,127,69,1,2164.7,0.0
252,127,123,1,93.91,0.0
253,127,182,1,305.73,20.62
254,128,2,3,50.73,16.26
255,128,14,1,110.77,0.0
256,128,17,1,161.28,5.67
257,129,174,1,444.77,33.82
258,129,29,1,559.29,52.18
259,130,188,1,272.51,0.0
260,130,6,1,197.6,0.0
261,131,19,1,175.03,0.0
262,131,17,1,161.28,5.42
263,132,32,1,2219.73,0.0
264,132,120,1,58.46,3.09
265,132,110,2,184.33,6.89
266,132,123,1,93.91,0.0
267,132,106,1,329.99,7.17
268,133,84,2,783.54,0.0
269,134,121,1,65.43,0.0
270,135,150,2,1167.69,0.0
271,136,117,2,98.25,0.0
272,136,112,4,213.13,0.0
273,137,197,1,302.64,0.0
274,137,17,1,161.28,7.34
275,137,7,1,198.41,0.0
276,138,51,1,1607.91,0.0
277,139,59,1,417.91,0.0
278,139,120,1,58.46,0.0
279,139,13,2,179.89,8.46
280,140,66,3,2666.3,6.16
281,140,104,1,301.48,7.49
282,140,178,2,707.11,13.04
283,140,197,1,302.64,27.37
284,141,36,1,920.34,0.0
285,141,125,1,87.97,0.0
286,142,4,1,55.94,0.0
287,143,14,1,110.77,0.0
288,144,13,1,179.89,8.29
289,144,25,1,129.85,5.56
290,144,21,1,130.07,0.0
291,145,154,1,890.47,0.0
292,145,132,1,271.63,44.49
293,145,187,1,261.06,0.0
294,146,59,1,417.91,52.93
295,147,79,2,1195.16,0.0
296,148,62,1,568.58,13.61
297,148,172,4,408.45,0.0
298,149,87,1,1063.39,19.15
299,150,27,1,499.73,59.74
300,150,29,4,559.29,0.0
301,151,24,2,139.9,0.0
302,152,26,1,512.74,9.68
303,153,71,3,3996.87,11.15
304,154,98,1,886.71,0.0
305,155,88,1,1158.38,8.62
306,156,54,1,1572.62,0.0
307,156,119,1,59.34,9.13
308,157,162,1,2128.7,0.0
309,158,54,1,1572.62,0.0
310,158,105,1,305.08,0.0
311,159,21,2,130.07,0.0
312,160,64,3,465.77,0.0
313,160,3,1,84.91,0.0
314,160,115,3,81.22,4.62
315,160,193,1,2468.88,0.0
316,161,144,1,2425.93,44.81
317,162,69,1,2164.7,17.2
318,162,117,2,98.25,0.0
319,163,73,1,3418.49,0.0
320,163,124,1,90.32,17.94
321,163,17,1,161.28,0.0
322,164,12,1,103.74,0.0
323,164,189,3,248.12,9.07
324,165,76,1,2694.89,0.0
325,166,109,3,185.46,0.0
326,167,173,1,396.25,0.0
327,168,15,1,100.33,0.0
328,169,18,1,285.54,0.0
329,170,23,1,226.71,9.96
330,170,2,1,50.73,12.45
331,171,167,1,1392.22,0.0
332,172,15,2,100.33,0.0
333,172,172,3,408.45,7.41
334,173,191,1,2323.98,0.0
335,173,20,2,161.19,7.62
336,174,65,2,512.6,0.0
337,174,14,3,110.77,0.0
338,174,174,3,444.77,0.0
339,174,24,3,139.9,0.0
340,175,130,3,235.05,0.0
341,175,116,1,87.82,0.0
342,176,93,1,2340.74,0.0
343,176,113,1,82.26,0.0
344,177,24,1,139.9,16.56
345,178,30,1,499.04,13.49
346,179,86,1,994.42,0.0
347,179,14,1,110.77,0.0
348,180,66,2,2666.3,6.13
349,180,123,2,93.91,0.0
350,180,189,1,248.12,0.0
351,180,10,2,185.33,0.0
352,181,4,2,55.94,0.0
353,182,195,2,2386.54,0.0
354,183,12,1,103.74,0.0
355,184,5,1,48.72,0.0
356,185,57,1,521.81,0.0
357,185,20,1,161.19,0.0
358,185,117,1,98.25,0.0
359,185,131,1,254.41,0.0
360,186,57,1,521.81,0.0
361,186,13,2,179.89,0.0
362,186,182,1,305.73,46.93
363,186,24,3,139.9,0.0
364,187,89,1,1564.46,0.0
365,187,17,3,161.28,0.0
366,188,93,1,2340.74,0.0
367,188,12,1,103.74,26.01
368,188,127,1,108.37,0.0
369,188,107,1,356.54,0.0
370,188,119,2,59.34,0.0
371,189,2,2,50.73,0.0
372,190,162,1,2128.7,0.0
373,190,126,1,99.46,0.0
374,190,200,1,298.87,10.73
375,191,71,1,3996.87,0.0
376,191,182,1,305.73,10.41
377,191,105,1,305.08,0.0
378,192,21,3,130.07,0.0
379,193,125,1,87.97,26.78
380,194,193,2,2468.88,0.0
381,194,1,1,50.85,2.58
382,194,16,4,158.48,0.0
383,195,66,1,2666.3,0.0
384,196,130,1,235.05,0.0
385,196,6,3,197.6,19.97
386,197,33,1,2222.38,9.98
387,197,125,1,87.97,0.0
388,197,126,1,99.46,4.98
389,197,111,1,191.97,19.33
390,198,52,1,1633.28,0.0
391,199,134,1,3544.15,15.38
392,200,147,1,3100.44,19.75
393,200,17,3,161.28,0.0
394,201,29,1,559.29,0.0
395,202,16,1,158.48,5.24
396,202,27,1,499.73,0.0
397,203,176,1,406.33,0.0
398,204,46,1,1304.57,0.0
399,204,128,1,239.27,0.0
400,204,119,1,59.34,6.02
401,205,42,1,1525.45,0.0
402,206,142,1,5447.19,0.0
403,206,1,3,50.85,0.0
404,207,171,1,1756.04,0.0
405,207,127,2,108.37,0.0
406,207,114,1,82.86,4.95
407,208,92,1,2047.71,0.0
408,209,40,1,947.54,0.0
409,210,3,1,84.91,0.0
410,210,1,1,50.85,4.01
411,210,200,1,298.87,12.3
412,210,20,1,161.19,18.44
413,210,174,1,444.77,0.0
414,211,85,1,907.06,0.0
415,212,118,1,61.16,4.82
416,212,126,1,99.46,4.98
417,213,6,2,197.6,8.83
418,214,46,1,1304.57,0.0
419,215,68,1,2419.01,0.0
420,215,191,1,2323.98,0.0
421,215,131,1,254.41,43.84
422,215,18,3,285.54,48.72
423,215,105,1,305.08,0.0
424,216,69,1,2164.7,0.0
425,217,52,1,1633.28,0.0
426,217,120,2,58.46,0.0
427,218,47,1,1362.85,0.0
428,219,20,1,161.19,0.0
429,220,118,1,61.16,0.0
430,220,17,1,161.28,0.0
431,220,119,1,59.34,0.0
432,220,117,1,98.25,0.0
433,220,2,1,50.73,4.74
434,221,48,1,1300.02,0.0
435,221,107,1,356.54,0.0
436,222,96,1,3343.78,0.0
437,222,6,1,197.6,0.0
438,223,85,1,907.06,0.0
439,224,50,1,1324.14,10.98
440,224,118,1,61.16,12.77
441,225,164,1,3893.51,0.0
442,226,58,1,501.54,12.1
443,226,22,1,129.12,0.0
444,226,6,1,197.6,7.65
445,227,17,1,161.28,0.0
446,227,8,1,336.16,0.0
447,228,159,1,1748.74,0.0
448,228,177,1,708.47,15.69
449,228,180,1,688.25,0.0
450,228,200,1,298.87,0.0
451,229,164,1,3893.51,0.0
452,230,63,1,553.65,0.0
453,231,125,2,87.97,0.0
454,231,14,1,110.77,0.0
455,232,44,1,1527.4,0.0
456,233,17,1,161.28,17.29
457,233,7,2,198.41,8.33
458,233,190,1,255.47,0.0
459,233,16,1,158.48,0.0
460,234,94,1,2490.33,0.0
461,235,12,2,103.74,0.0
462,235,189,1,248.12,0.0
463,236,35,1,2241.18,0.0
464,236,131,1,254.41,0.0
465,236,130,4,235.05,0.0
466,237,128,2,239.27,7.12
467,238,127,1,108.37,0.0
468,238,4,1,55.94,38.79
469,239,100,1,1100.09,0.0
470,239,109,3,185.46,0.0
471,240,69,1,2164.7,0.0
472,240,9,1,211.58,6.52
473,241,112,2,213.13,20.73
474,241,116,1,87.82,4.72
475,241,9,2,211.58,10.46
476,242,36,1,920.34,0.0
477,243,165,1,4522.45,0.0
478,244,27,1,499.73,0.0
479,244,172,1,408.45,25.84
480,244,28,1,891.07,33.62
481,245,102,1,1340.84,17.43
482,245,3,1,84.91,0.0
483,246,31,1,2252.55,19.85
484,246,126,1,99.46,0.0
485,247,177,1,708.47,0.0
486,248,67,1,2585.44,0.0
487,249,138,1,4383.05,0.0
488,250,158,1,1707.27,7.65
489,251,94,2,2490.33,0.0
490,252,49,1,1280.17,0.0
491,253,17,3,161.28,7.12
492,253,194,1,2340.75,0.0
493,253,26,2,512.74,0.0
494,254,20,1,161.19,0.0
495,254,185,1,299.2,0.0
496,255,101,2,1166.73,0.0
497,255,124,1,90.32,0.0
498,256,5,3,48.72,0.0
499,256,199,4,302.35,0.0
500,256,18,1,285.54,0.0
501,256,200,1,298.87,0.0
502,256,8,1,336.16,0.0
503,257,36,1,920.34,0.0
504,258,54,1,1572.62,17.95
505,258,130,1,235.05,0.0
506,259,6,1,197.6,19.87
507,260,85,1,907.06,0.0
508,261,60,1,455.6,0.0
509,262,102,1,1340.84,0.0
510,263,134,1,3544.15,11.3
511,264,112,1,213.13,0.0
512,265,26,1,512.74,0.0
513,265,24,3,139.9,18.07
514,266,188,2,272.51,46.39
515,267,73,1,3418.49,35.8
516,268,1,1,50.85,0.0
517,268,12,2,103.74,0.0
518,269,25,1,129.85,0.0
519,270,104,1,301.48,0.0
520,271,64,1,465.77,0.0
521,271,178,4,707.11,0.0
522,271,132,1,271.63,0.0
523,271,193,3,2468.88,45.7
524,272,101,1,1166.73,0.0
525,272,127,3,108.37,0.0
526,272,29,3,559.29,0.0
527,273,113,1,82.26,0.0
528,273,130,2,235.05,10.9
529,273,19,1,175.03,6.28
530,274,100,1,1100.09,15.46
531,274,6,1,197.6,0.0
532,274,10,2,185.33,31.11
533,274,14,2,110.77,5.12
534,275,78,1,2330.09,60.08
535,276,195,3,2386.54,0.0
536,276,17,4,161.28,0.0
537,277,4,1,55.94,0.0
538,278,12,2,103.74,0.0
539,278,186,1,257.45,0.0
540,278,29,1,559.29,32.73
541,278,18,2,285.54,0.0
542,279,36,1,920.34,0.0
543,280,31,1,2252.55,0.0
544,280,118,1,61.16,0.0
545,281,40,1,947.54,110.69
546,281,107,1,356.54,0.0
547,282,101,1,1166.73,0.0
548,282,114,1,82.86,0.0
549,282,23,1,226.71,43.14
550,282,116,2,87.82,0.0
551,282,11,2,103.13,0.0
552,283,110,1,184.33,0.0
553,283,6,1,197.6,0.0
554,283,104,1,301.48,0.0
555,283,20,3,161.19,18.39
556,284,48,1,1300.02,19.2
557,285,59,1,417.91,0.0
558,286,79,2,1195.16,12.22
559,286,29,2,559.29,0.0
560,286,126,1,99.46,0.0
561,286,131,2,254.41,0.0
562,286,28,1,891.07,16.49
563,287,97,1,3656.49,63.53
564,288,85,1,907.06,60.54
565,289,118,4,61.16,0.0
566,289,119,1,59.34,0.0
567,290,13,1,179.89,0.0
568,290,172,2,408.45,0.0
569,290,27,1,499.73,0.0
570,291,105,1,305.08,0.0
571,292,158,1,1707.27,0.0
572,293,171,1,1756.04,14.68
573,293,5,1,48.72,16.12
574,293,132,2,271.63,25.72
575,293,18,1,285.54,21.41
576,293,185,1,299.2,0.0
577,294,16,1,158.48,0.0
578,294,19,1,175.03,0.0
579,294,24,1,139.9,19.57
580,295,170,1,1544.59,56.16
581,295,23,1,226.71,0.0
582,296,82,1,1595.66,0.0
583,297,89,1,1564.46,0.0
584,297,129,1,234.73,0.0
585,298,198,1,335.29,5.94
586,299,32,1,2219.73,0.0
587,299,130,3,235.05,0.0
588,300,70,1,4058.75,0.0
589,300,172,1,408.45,7.92
590,300,185,1,299.2,0.0
591,301,26,1,512.74,0.0
592,301,9,1,211.58,20.78
593,302,35,1,2241.18,0.0
594,302,106,4,329.99,0.0
595,302,125,1,87.97,0.0
596,303,41,1,1547.31,0.0
597,304,194,1,2340.75,0.0
598,304,12,1,103.74,0.0
599,304,8,1,336.16,0.0
600,304,14,3,110.77,0.0
601,304,9,1,211.58,0.0
602,305,160,1,1697.54,11.61
603,306,85,1,907.06,9.49
604,307,1,1,50.85,0.0
605,307,178,1,707.11,0.0
606,307,193,2,2468.88,0.0
607,308,195,1,2386.54,0.0
608,308,11,1,103.13,0.0
609,309,68,1,2419.01,0.0
610,309,192,1,2352.02,0.0
611,309,121,1,65.43,0.0
612,310,97,1,3656.49,297.86
613,310,112,1,213.13,0.0
614,311,193,2,2468.88,0.0
615,311,26,1,512.74,0.0
616,311,1,2,50.85,0.0
617,312,71,1,3996.87,143.51
618,313,81,1,1483.03,62.9
619,314,25,1,129.85,0.0
620,314,184,1,303.95,27.99
621,314,174,1,444.77,0.0
622,315,48,1,1300.02,0.0
623,316,42,1,1525.45,86.45
624,316,112,1,213.13,0.0
625,317,62,1,568.58,0.0
626,317,128,4,239.27,0.0
627,317,126,3,99.46,14.82
628,318,135,1,3458.75,52.92
629,319,14,1,110.77,14.35
630,319,197,2,302.64,0.0
631,320,40,1,947.54,0.0
632,321,151,1,1319.57,0.0
633,322,148,1,1232.19,0.0
634,322,199,2,302.35,0.0
635,323,109,1,185.46,0.0
636,323,16,3,158.48,0.0
637,324,122,2,70.04,4.77
638,324,24,5,139.9,0.0
639,325,196,1,306.35,0.0
640,325,25,1,129.85,0.0
641,326,116,2,87.82,0.0
642,327,126,3,99.46,17.55
643,328,46,1,1304.57,19.57
644,328,122,2,70.04,0.0
645,328,124,3,90.32,0.0
646,328,130,1,235.05,0.0
647,329,22,1,129.12,0.0
648,330,21,2,130.07,0.0
649,330,24,2,139.9,0.0
650,330,9,2,211.58,0.0
651,331,83,1,1725.34,0.0
652,331,12,2,103.74,0.0
653,331,132,1,271.63,0.0
654,331,110,1,184.33,0.0
655,331,109,1,185.46,0.0
656,332,93,1,2340.74,0.0
657,332,12,3,103.74,0.0
658,332,114,1,82.86,0.0
659,332,4,3,55.94,0.0
660,332,124,1,90.32,0.0
661,333,90,1,1853.8,0.0
662,333,114,1,82.86,0.0
663,333,105,1,305.08,0.0
664,333,1,3,50.85,0.0
665,334,180,1,688.25,61.73
666,334,3,1,84.91,0.0
667,334,19,3,175.03,6.2
668,334,24,2,139.9,31.25
669,334,4,3,55.94,0.0
670,335,80,2,1396.31,17.52
671,335,116,1,87.82,17.64
672,336,10,2,185.33,0.0
673,337,98,1,886.71,0.0
674,337,119,1,59.34,0.0
675,338,68,1,2419.01,0.0
676,339,55,1,1623.1,6.89
677,339,129,1,234.73,0.0
678,339,127,4,108.37,0.0
679,339,123,2,93.91,14.96
680,340,86,2,994.42,14.44
681,340,14,2,110.77,16.04
682,340,129,1,234.73,0.0
683,341,100,1,1100.09,0.0
684,342,16,1,158.48,0.0
685,343,51,1,1607.91,0.0
686,344,82,2,1595.66,174.06
687,345,20,2,161.19,0.0
688,345,26,3,512.74,0.0
689,346,66,1,2666.3,7.61
690,346,11,2,103.13,5.05
691,347,111,1,191.97,19.24
692,347,110,1,184.33,0.0
693,348,10,1,185.33,0.0
694,348,29,2,559.29,0.0
695,348,185,1,299.2,0.0
696,348,200,1,298.87,6.25
697,349,85,1,907.06,0.0
698,349,26,1,512.74,34.27
699,349,132,3,271.63,46.08
700,350,66,1,2666.3,97.57
701,350,118,1,61.16,4.42
702,351,66,2,2666.3,59.76
703,351,18,1,285.54,0.0
704,351,132,1,271.63,0.0
705,351,195,1,2386.54,9.58
706,352,25,4,129.85,13.18
707,352,189,1,248.12,0.0
708,352,16,1,158.48,18.03
709,352,10,1,185.33,0.0
710,352,193,4,2468.88,0.0
711,353,190,5,255.47,0.0
712,353,15,3,100.33,0.0
713,353,29,2,559.29,0.0
714,353,30,1,499.04,12.92
715,353,18,1,285.54,0.0
716,354,79,2,1195.16,0.0
717,355,74,1,3495.62,104.84
718,356,71,1,3996.87,0.0
719,357,53,1,1597.86,0.0
720,357,107,3,356.54,32.78
721,358,40,1,947.54,10.19
722,359,1,1,50.85,0.0
723,360,198,1,335.29,0.0
724,361,11,1,103.13,0.0
725,362,47,1,1362.85,190.04
726,362,120,1,58.46,0.0
727,363,7,2,198.41,0.0
728,363,29,1,559.29,0.0
729,363,197,2,302.64,24.84
730,364,151,1,1319.57,0.0
731,365,104,2,301.48,0.0
732,365,105,1,305.08,0.0
733,366,183,2,311.61,7.26
734,366,29,2,559.29,51.99
735,367,193,2,2468.88,0.0
736,367,17,1,161.28,0.0
737,368,37,1,908.83,7.95
738,368,119,1,59.34,4.69
739,368,109,4,185.46,0.0
740,369,20,2,161.19,0.0
741,370,20,1,161.19,0.0
742,371,124,1,90.32,15.65
743,372,13,1,179.89,5.52
744,372,27,1,499.73,20.1
745,373,67,2,2585.44,0.0
746,374,13,1,179.89,0.0
747,375,144,1,2425.93,0.0
748,376,3,4,84.91,0.0
749,377,97,1,3656.49,0.0
750,378,142,1,5447.19,12.55
751,379,36,1,920.34,0.0
752,379,106,2,329.99,0.0
753,379,108,1,184.39,8.61
754,380,150,1,1167.69,53.03
755,380,8,4,336.16,0.0
756,381,75,2,2794.31,0.0
757,381,17,3,161.28,41.49
758,381,24,2,139.9,0.0
759,381,9,1,211.58,0.0
760,382,22,1,129.12,5.91
761,382,198,2,335.29,50.21
762,383,62,1,568.58,83.85
763,384,46,1,1304.57,0.0
764,384,106,1,329.99,32.23
765,385,101,1,1166.73,0.0
766,386,37,1,908.83,0.0
767,386,128,2,239.27,0.0
768,386,131,2,254.41,0.0
769,386,122,1,70.04,0.0
770,387,57,1,521.81,0.0
771,388,130,1,235.05,0.0
772,389,102,1,1340.84,0.0
773,390,1,1,50.85,0.0
774,390,192,2,2352.02,0.0
775,390,5,5,48.72,0.0
776,390,17,1,161.28,0.0
777,391,78,1,2330.09,0.0
778,391,173,1,396.25,0.0
779,391,178,1,707.11,0.0
780,391,189,1,248.12,12.11
781,392,12,1,103.74,0.0
782,392,189,3,248.12,0.0
783,393,159,1,1748.74,0.0
784,394,12,1,103.74,0.0
785,394,186,1,257.45,12.82
786,394,178,2,707.11,0.0
787,395,55,1,1623.1,32.99
788,395,107,1,356.54,34.25
789,395,119,3,59.34,0.0
790,396,63,1,553.65,0.0
791,397,108,1,184.39,0.0
792,397,25,1,129.85,0.0
793,397,15,1,100.33,14.38
794,398,6,1,197.6,0.0
795,399,149,1,1165.22,0.0
796,400,43,1,1570.4,0.0
797,401,8,1,336.16,0.0
798,402,38,1,931.44,0.0
799,403,2,3,50.73,0.0
800,403,193,4,2468.88,0.0
801,404,123,1,93.91,0.0
802,404,106,1,329.99,23.72
803,404,121,1,65.43,0.0
804,405,53,1,1597.86,0.0
805,406,1,1,50.85,0.0
806,406,188,1,272.51,0.0
807,407,83,1,1725.34,0.0
808,408,97,1,3656.49,0.0
809,409,86,1,994.42,0.0
810,409,122,1,70.04,0.0
811,409,120,4,58.46,0.0
812,409,128,1,239.27,10.79
813,410,84,1,783.54,0.0
814,410,113,1,82.26,47.67
815,410,117,3,98.25,0.0
816,410,108,1,184.39,44.94
817,411,99,1,1026.9,0.0
818,411,109,1,185.46,0.0
819,412,10,1,185.33,0.0
820,412,7,1,198.41,19.86
821,413,24,3,139.9,0.0
822,414,177,1,708.47,0.0
823,415,14,2,110.77,0.0
824,416,93,1,2340.74,0.0
825,417,95,1,2848.53,0.0
826,417,10,2,185.33,0.0
827,417,5,2,48.72,0.0
828,417,13,1,179.89,0.0
829,418,113,1,82.26,0.0
830,419,72,1,3956.31,0.0
831,419,112,3,213.13,0.0
832,419,172,1,408.45,0.0
833,419,110,1,184.33,18.79
834,420,188,2,272.51,0.0
835,420,29,1,559.29,0.0
836,421,18,1,285.54,0.0
837,422,21,1,130.07,0.0
838,422,198,3,335.29,0.0
839,422,2,4,50.73,40.73
840,422,200,1,298.87,0.0
841,423,25,1,129.85,0.0
842,423,197,1,302.64,0.0
843,424,127,1,108.37,0.0
844,425,97,1,3656.49,0.0
845,425,128,3,239.27,0.0
846,426,11,1,103.13,5.13
847,426,30,4,499.04,0.0
848,427,87,1,1063.39,14.99
849,427,21,1,130.07,0.0
850,428,127,1,108.37,0.0
851,428,110,1,184.33,0.0
852,429,121,1,65.43,0.0
853,430,24,1,139.9,6.07
854,430,3,1,84.91,0.0
855,430,199,1,302.35,28.52
856,431,77,1,2163.81,13.93
857,431,106,1,329.99,0.0
858,432,78,1,2330.09,0.0
